id,language,code,error_message,error_category,error_type,concept,difficulty,expected_output,actual_output,explanation,suggested_fix,keywords
1141,Python,"for i in range(3):
  print(i)
    print('done')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,The requested index is outside the list range.,Use an index within the valid range of the list.,"Indentation Error, Python indentation"
1142,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,Python block statements require a colon at the end.,Add a colon after the for statement.,"Indentation Error, Python indentation"
1143,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Intermediate,Indented block should execute correctly,IndentationError,Python block statements require a colon at the end.,Add a colon after the for statement.,"Indentation Error, Consistent indentation"
1144,Python,"if x > 0:
    print(x)
  print('end')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,The statement inside the block is not indented.,Indent the statement inside the if block.,"Indentation Error, Python indentation"
1145,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Intermediate,Indented block should execute correctly,IndentationError,The negative index is outside the valid range.,Use a valid negative index within the list length.,"Indentation Error, Consistent indentation"
1146,Python,"if x > 0:
    print(x)
  print('end')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Beginner,Indented block should execute correctly,IndentationError,The negative index is outside the valid range.,Use a valid negative index within the list length.,"Indentation Error, Consistent indentation"
1147,Python,"if True:
print('Hello')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Beginner,Indented block should execute correctly,IndentationError,Python block statements require a colon at the end.,Add a colon after the for statement.,"Indentation Error, Consistent indentation"
1148,Python,"for i in range(3):
  print(i)
    print('done')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Intermediate,Indented block should execute correctly,IndentationError,Python cannot find the requested module.,Install or import an available module.,"Indentation Error, Python indentation"
1149,Python,"for i in range(3):
  print(i)
    print('done')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,The code uses a variable that has not been defined.,Check that the variable is defined before use.,"Indentation Error, Python indentation"
1150,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Intermediate,Indented block should execute correctly,IndentationError,The function call does not provide all required arguments.,Pass all required function arguments.,"Indentation Error, Consistent indentation"
1151,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Intermediate,Indented block should execute correctly,IndentationError,The statement inside the block is not indented.,Indent the statement inside the if block.,"Indentation Error, Consistent indentation"
1152,Python,"if x > 0:
    print(x)
  print('end')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,Python block statements require a colon at the end.,Add a colon after the for statement.,"Indentation Error, Python indentation"
1153,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Beginner,Indented block should execute correctly,IndentationError,The variable name used in print does not match the declared variable.,Use the exact variable name that was declared.,"Indentation Error, Consistent indentation"
1154,Python,"if True:
print('Hello')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Beginner,Indented block should execute correctly,IndentationError,The negative index is outside the valid range.,Use a valid negative index within the list length.,"Indentation Error, Consistent indentation"
1155,Python,"for i in range(3):
  print(i)
    print('done')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Intermediate,Indented block should execute correctly,IndentationError,Python cannot find the requested module.,Install or import an available module.,"Indentation Error, Python indentation"
1156,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Intermediate,Indented block should execute correctly,IndentationError,The operation combines values whose data types are not compatible.,Convert the values to compatible data types before applying the operation.,"Indentation Error, Python indentation"
1157,Python,"for i in range(3):
  print(i)
    print('done')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,The code uses a variable that has not been defined.,Check that the variable is defined before use.,"Indentation Error, Python indentation"
1158,Python,"if True:
print('Hello')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Beginner,Indented block should execute correctly,IndentationError,The operation combines values whose data types are not compatible.,Convert the values to compatible data types before applying the operation.,"Indentation Error, Consistent indentation"
1159,Python,"if True:
print('Hello')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Intermediate,Indented block should execute correctly,IndentationError,The condition produces an incorrect result for the intended logic.,Review the condition so it matches the intended requirement.,"Indentation Error, Python indentation"
1160,Python,"if x > 0:
    print(x)
  print('end')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Intermediate,Indented block should execute correctly,IndentationError,Python block statements require a colon at the end.,Add a colon after the for statement.,"Indentation Error, Consistent indentation"
1161,Python,"if True:
print('Hello')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Intermediate,Indented block should execute correctly,IndentationError,The statement inside the block is not indented.,Indent the statement inside the if block.,"Indentation Error, Consistent indentation"
1162,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,The negative index is outside the valid range.,Use a valid negative index within the list length.,"Indentation Error, Python indentation"
1163,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Beginner,Indented block should execute correctly,IndentationError,The variable name used in print does not match the declared variable.,Use the exact variable name that was declared.,"Indentation Error, Consistent indentation"
1164,Python,"if x > 0:
    print(x)
  print('end')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Beginner,Indented block should execute correctly,IndentationError,The negative index is outside the valid range.,Use a valid negative index within the list length.,"Indentation Error, Consistent indentation"
1165,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Intermediate,Indented block should execute correctly,IndentationError,The requested index is outside the list range.,Use an index within the valid range of the list.,"Indentation Error, Python indentation"
1166,Python,"for i in range(3):
  print(i)
    print('done')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,The statement inside the block is not indented.,Indent the statement inside the if block.,"Indentation Error, Python indentation"
1167,Python,"if x > 0:
    print(x)
  print('end')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Intermediate,Indented block should execute correctly,IndentationError,The condition produces an incorrect result for the intended logic.,Review the condition so it matches the intended requirement.,"Indentation Error, Python indentation"
1168,Python,"if True:
print('Hello')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Intermediate,Indented block should execute correctly,IndentationError,The code uses a variable that has not been defined.,Check that the variable is defined before use.,"Indentation Error, Consistent indentation"
1169,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Intermediate,Indented block should execute correctly,IndentationError,The function call does not provide all required arguments.,Pass all required function arguments.,"Indentation Error, Python indentation"
1170,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Beginner,Indented block should execute correctly,IndentationError,The condition produces an incorrect result for the intended logic.,Review the condition so it matches the intended requirement.,"Indentation Error, Consistent indentation"
1171,Python,"if x > 0:
    print(x)
  print('end')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Beginner,Indented block should execute correctly,IndentationError,The statement inside the block is not indented.,Indent the statement inside the if block.,"Indentation Error, Consistent indentation"
1172,Python,"for i in range(3):
  print(i)
    print('done')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,Python block statements require a colon at the end.,Add a colon after the for statement.,"Indentation Error, Python indentation"
1173,Python,"if x > 0:
    print(x)
  print('end')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Beginner,Indented block should execute correctly,IndentationError,The statement inside the block is not indented.,Indent the statement inside the if block.,"Indentation Error, Consistent indentation"
1174,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,Python block statements require a colon at the end.,Add a colon after the for statement.,"Indentation Error, Python indentation"
1175,Python,"if True:
print('Hello')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Beginner,Indented block should execute correctly,IndentationError,The variable name used in print does not match the declared variable.,Use the exact variable name that was declared.,"Indentation Error, Consistent indentation"
1176,Python,"if True:
print('Hello')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Intermediate,Indented block should execute correctly,IndentationError,The negative index is outside the valid range.,Use a valid negative index within the list length.,"Indentation Error, Consistent indentation"
1177,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Intermediate,Indented block should execute correctly,IndentationError,The requested index is outside the list range.,Use an index within the valid range of the list.,"Indentation Error, Python indentation"
1178,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Intermediate,Indented block should execute correctly,IndentationError,The variable name used in print does not match the declared variable.,Use the exact variable name that was declared.,"Indentation Error, Python indentation"
1179,Python,"if True:
print('Hello')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Intermediate,Indented block should execute correctly,IndentationError,Python cannot find the requested module.,Install or import an available module.,"Indentation Error, Consistent indentation"
1180,Python,"if True:
print('Hello')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Beginner,Indented block should execute correctly,IndentationError,The operation combines values whose data types are not compatible.,Convert the values to compatible data types before applying the operation.,"Indentation Error, Consistent indentation"
1181,Python,"if True:
print('Hello')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Beginner,Indented block should execute correctly,IndentationError,The statement inside the block is not indented.,Indent the statement inside the if block.,"Indentation Error, Consistent indentation"
1182,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,The code uses a variable that has not been defined.,Check that the variable is defined before use.,"Indentation Error, Python indentation"
1183,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Beginner,Indented block should execute correctly,IndentationError,The variable name used in print does not match the declared variable.,Use the exact variable name that was declared.,"Indentation Error, Consistent indentation"
1184,Python,"if x > 0:
    print(x)
  print('end')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Intermediate,Indented block should execute correctly,IndentationError,Python cannot find the requested module.,Install or import an available module.,"Indentation Error, Python indentation"
1185,Python,"for i in range(3):
  print(i)
    print('done')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,Python cannot find the requested module.,Install or import an available module.,"Indentation Error, Python indentation"
1186,Python,"if True:
print('Hello')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Intermediate,Indented block should execute correctly,IndentationError,The variable name used in print does not match the declared variable.,Use the exact variable name that was declared.,"Indentation Error, Python indentation"
1187,Python,"if True:
print('Hello')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Intermediate,Indented block should execute correctly,IndentationError,The condition produces an incorrect result for the intended logic.,Review the condition so it matches the intended requirement.,"Indentation Error, Consistent indentation"
1188,Python,"if True:
print('Hello')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Beginner,Indented block should execute correctly,IndentationError,The code uses a variable that has not been defined.,Check that the variable is defined before use.,"Indentation Error, Consistent indentation"
1189,Python,"for i in range(3):
  print(i)
    print('done')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Intermediate,Indented block should execute correctly,IndentationError,The variable name used in print does not match the declared variable.,Use the exact variable name that was declared.,"Indentation Error, Consistent indentation"
1190,Python,"if True:
print('Hello')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,The condition produces an incorrect result for the intended logic.,Review the condition so it matches the intended requirement.,"Indentation Error, Python indentation"
1191,Python,"if x > 0:
    print(x)
  print('end')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Intermediate,Indented block should execute correctly,IndentationError,Python cannot find the requested module.,Install or import an available module.,"Indentation Error, Python indentation"
1192,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Intermediate,Indented block should execute correctly,IndentationError,The function call does not provide all required arguments.,Pass all required function arguments.,"Indentation Error, Python indentation"
1193,Python,"if x > 0:
    print(x)
  print('end')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Intermediate,Indented block should execute correctly,IndentationError,The operation combines values whose data types are not compatible.,Convert the values to compatible data types before applying the operation.,"Indentation Error, Python indentation"
1194,Python,"for i in range(3):
  print(i)
    print('done')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Intermediate,Indented block should execute correctly,IndentationError,The operation combines values whose data types are not compatible.,Convert the values to compatible data types before applying the operation.,"Indentation Error, Python indentation"
1195,Python,"if True:
print('Hello')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Intermediate,Indented block should execute correctly,IndentationError,The statement inside the block is not indented.,Indent the statement inside the if block.,"Indentation Error, Consistent indentation"
1196,Python,"if True:
print('Hello')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Beginner,Indented block should execute correctly,IndentationError,The operation combines values whose data types are not compatible.,Convert the values to compatible data types before applying the operation.,"Indentation Error, Consistent indentation"
1197,Python,"if x > 0:
    print(x)
  print('end')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Intermediate,Indented block should execute correctly,IndentationError,The condition produces an incorrect result for the intended logic.,Review the condition so it matches the intended requirement.,"Indentation Error, Python indentation"
1198,Python,"for i in range(3):
  print(i)
    print('done')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Beginner,Indented block should execute correctly,IndentationError,The variable name used in print does not match the declared variable.,Use the exact variable name that was declared.,"Indentation Error, Consistent indentation"
1199,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Beginner,Indented block should execute correctly,IndentationError,The statement inside the block is not indented.,Indent the statement inside the if block.,"Indentation Error, Consistent indentation"
1200,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Beginner,Indented block should execute correctly,IndentationError,The negative index is outside the valid range.,Use a valid negative index within the list length.,"Indentation Error, Consistent indentation"
1201,Python,"for i in range(3):
  print(i)
    print('done')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,The requested index is outside the list range.,Use an index within the valid range of the list.,"Indentation Error, Python indentation"
1202,Python,"if True:
print('Hello')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Intermediate,Indented block should execute correctly,IndentationError,The operation combines values whose data types are not compatible.,Convert the values to compatible data types before applying the operation.,"Indentation Error, Python indentation"
1203,Python,"if True:
print('Hello')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,The negative index is outside the valid range.,Use a valid negative index within the list length.,"Indentation Error, Python indentation"
1204,Python,"for i in range(3):
  print(i)
    print('done')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Beginner,Indented block should execute correctly,IndentationError,The variable name used in print does not match the declared variable.,Use the exact variable name that was declared.,"Indentation Error, Consistent indentation"
1205,Python,"if x > 0:
    print(x)
  print('end')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,The condition produces an incorrect result for the intended logic.,Review the condition so it matches the intended requirement.,"Indentation Error, Python indentation"
1206,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,The operation combines values whose data types are not compatible.,Convert the values to compatible data types before applying the operation.,"Indentation Error, Python indentation"
1207,Python,"if True:
print('Hello')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,The condition produces an incorrect result for the intended logic.,Review the condition so it matches the intended requirement.,"Indentation Error, Python indentation"
1208,Python,"if x > 0:
    print(x)
  print('end')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,The function call does not provide all required arguments.,Pass all required function arguments.,"Indentation Error, Python indentation"
1209,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Intermediate,Indented block should execute correctly,IndentationError,Python block statements require a colon at the end.,Add a colon after the for statement.,"Indentation Error, Consistent indentation"
1210,Python,"for i in range(3):
  print(i)
    print('done')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Beginner,Indented block should execute correctly,IndentationError,The statement inside the block is not indented.,Indent the statement inside the if block.,"Indentation Error, Consistent indentation"
1211,Python,"for i in range(3):
  print(i)
    print('done')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,The code uses a variable that has not been defined.,Check that the variable is defined before use.,"Indentation Error, Python indentation"
1212,Python,"for i in range(3):
  print(i)
    print('done')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,Python cannot find the requested module.,Install or import an available module.,"Indentation Error, Python indentation"
1213,Python,"if x > 0:
    print(x)
  print('end')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,The statement inside the block is not indented.,Indent the statement inside the if block.,"Indentation Error, Python indentation"
1214,Python,"for i in range(3):
  print(i)
    print('done')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,The statement inside the block is not indented.,Indent the statement inside the if block.,"Indentation Error, Python indentation"
1215,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Intermediate,Indented block should execute correctly,IndentationError,The variable name used in print does not match the declared variable.,Use the exact variable name that was declared.,"Indentation Error, Consistent indentation"
1216,Python,"for i in range(3):
  print(i)
    print('done')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Beginner,Indented block should execute correctly,IndentationError,The variable name used in print does not match the declared variable.,Use the exact variable name that was declared.,"Indentation Error, Consistent indentation"
1217,Python,"for i in range(3):
  print(i)
    print('done')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Intermediate,Indented block should execute correctly,IndentationError,The requested index is outside the list range.,Use an index within the valid range of the list.,"Indentation Error, Consistent indentation"
1218,Python,"if True:
print('Hello')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Beginner,Indented block should execute correctly,IndentationError,The variable name used in print does not match the declared variable.,Use the exact variable name that was declared.,"Indentation Error, Consistent indentation"
1219,Python,"if x > 0:
    print(x)
  print('end')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Intermediate,Indented block should execute correctly,IndentationError,The code uses a variable that has not been defined.,Check that the variable is defined before use.,"Indentation Error, Consistent indentation"
1220,Python,"for i in range(3):
  print(i)
    print('done')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Intermediate,Indented block should execute correctly,IndentationError,The code uses a variable that has not been defined.,Check that the variable is defined before use.,"Indentation Error, Python indentation"
1221,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Beginner,Indented block should execute correctly,IndentationError,The function call does not provide all required arguments.,Pass all required function arguments.,"Indentation Error, Consistent indentation"
1222,Python,"for i in range(3):
  print(i)
    print('done')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,The requested index is outside the list range.,Use an index within the valid range of the list.,"Indentation Error, Python indentation"
1223,Python,"if True:
print('Hello')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,The negative index is outside the valid range.,Use a valid negative index within the list length.,"Indentation Error, Python indentation"
1224,Python,"if True:
print('Hello')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Intermediate,Indented block should execute correctly,IndentationError,The negative index is outside the valid range.,Use a valid negative index within the list length.,"Indentation Error, Python indentation"
1225,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Intermediate,Indented block should execute correctly,IndentationError,The condition produces an incorrect result for the intended logic.,Review the condition so it matches the intended requirement.,"Indentation Error, Python indentation"
1226,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,The function call does not provide all required arguments.,Pass all required function arguments.,"Indentation Error, Python indentation"
1227,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Intermediate,Indented block should execute correctly,IndentationError,The condition produces an incorrect result for the intended logic.,Review the condition so it matches the intended requirement.,"Indentation Error, Consistent indentation"
1228,Python,"for i in range(3):
  print(i)
    print('done')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Beginner,Indented block should execute correctly,IndentationError,The function call does not provide all required arguments.,Pass all required function arguments.,"Indentation Error, Consistent indentation"
1229,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,The function call does not provide all required arguments.,Pass all required function arguments.,"Indentation Error, Python indentation"
1230,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,The statement inside the block is not indented.,Indent the statement inside the if block.,"Indentation Error, Python indentation"
1231,Python,"for i in range(3):
  print(i)
    print('done')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Beginner,Indented block should execute correctly,IndentationError,The requested index is outside the list range.,Use an index within the valid range of the list.,"Indentation Error, Consistent indentation"
1232,Python,"if True:
print('Hello')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,The function call does not provide all required arguments.,Pass all required function arguments.,"Indentation Error, Python indentation"
1233,Python,"if True:
print('Hello')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Intermediate,Indented block should execute correctly,IndentationError,The statement inside the block is not indented.,Indent the statement inside the if block.,"Indentation Error, Consistent indentation"
1234,Python,"for i in range(3):
  print(i)
    print('done')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Intermediate,Indented block should execute correctly,IndentationError,Python block statements require a colon at the end.,Add a colon after the for statement.,"Indentation Error, Consistent indentation"
1235,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Beginner,Indented block should execute correctly,IndentationError,The condition produces an incorrect result for the intended logic.,Review the condition so it matches the intended requirement.,"Indentation Error, Consistent indentation"
1236,Python,"for i in range(3):
  print(i)
    print('done')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Intermediate,Indented block should execute correctly,IndentationError,Python cannot find the requested module.,Install or import an available module.,"Indentation Error, Consistent indentation"
1237,Python,"for i in range(3):
  print(i)
    print('done')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Beginner,Indented block should execute correctly,IndentationError,The variable name used in print does not match the declared variable.,Use the exact variable name that was declared.,"Indentation Error, Consistent indentation"
1238,Python,"if x > 0:
    print(x)
  print('end')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,The negative index is outside the valid range.,Use a valid negative index within the list length.,"Indentation Error, Python indentation"
1239,Python,"if x > 0:
    print(x)
  print('end')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Intermediate,Indented block should execute correctly,IndentationError,The function call does not provide all required arguments.,Pass all required function arguments.,"Indentation Error, Python indentation"
1240,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,The negative index is outside the valid range.,Use a valid negative index within the list length.,"Indentation Error, Python indentation"
1241,Python,"if True:
print('Hello')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Intermediate,Indented block should execute correctly,IndentationError,The requested index is outside the list range.,Use an index within the valid range of the list.,"Indentation Error, Python indentation"
1242,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Beginner,Indented block should execute correctly,IndentationError,Python block statements require a colon at the end.,Add a colon after the for statement.,"Indentation Error, Consistent indentation"
1243,Python,"for i in range(3):
  print(i)
    print('done')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Intermediate,Indented block should execute correctly,IndentationError,The operation combines values whose data types are not compatible.,Convert the values to compatible data types before applying the operation.,"Indentation Error, Python indentation"
1244,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Beginner,Indented block should execute correctly,IndentationError,The variable name used in print does not match the declared variable.,Use the exact variable name that was declared.,"Indentation Error, Consistent indentation"
1245,Python,"if x > 0:
    print(x)
  print('end')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Intermediate,Indented block should execute correctly,IndentationError,The variable name used in print does not match the declared variable.,Use the exact variable name that was declared.,"Indentation Error, Python indentation"
1246,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Intermediate,Indented block should execute correctly,IndentationError,The function call does not provide all required arguments.,Pass all required function arguments.,"Indentation Error, Python indentation"
1247,Python,"if True:
print('Hello')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,Python cannot find the requested module.,Install or import an available module.,"Indentation Error, Python indentation"
1248,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,The operation combines values whose data types are not compatible.,Convert the values to compatible data types before applying the operation.,"Indentation Error, Python indentation"
1249,Python,"if True:
print('Hello')",IndentationError,Indentation Error,Incorrect indentation,Consistent indentation,Intermediate,Indented block should execute correctly,IndentationError,The negative index is outside the valid range.,Use a valid negative index within the list length.,"Indentation Error, Consistent indentation"
1250,Python,"def greet():
print('Hi')",IndentationError,Indentation Error,Incorrect indentation,Python indentation,Beginner,Indented block should execute correctly,IndentationError,The code uses a variable that has not been defined.,Check that the variable is defined before use.,"Indentation Error, Python indentation"
1251,Python,from collections import unknown_item,ModuleNotFoundError,Import Error,Invalid or unavailable import,Python modules and imports,Intermediate,Module should import successfully,ModuleNotFoundError,The negative index is outside the valid range.,Use a valid negative index within the list length.,"Import Error, Python modules and imports"
1252,Python,import pandas_missing,No module named,Import Error,Invalid or unavailable import,Package installation and imports,Beginner,Module should import successfully,No module named,The code uses a variable that has not been defined.,Check that the variable is defined before use.,"Import Error, Package installation and imports"
1253,Python,from collections import unknown_item,ModuleNotFoundError,Import Error,Invalid or unavailable import,Python modules and imports,Beginner,Module should import successfully,ModuleNotFoundError,The function call does not provide all required arguments.,Pass all required function arguments.,"Import Error, Python modules and imports"
1254,Python,from collections import unknown_item,ModuleNotFoundError,Import Error,Invalid or unavailable import,Python modules and imports,Intermediate,Module should import successfully,ModuleNotFoundError,The requested index is outside the list range.,Use an index within the valid range of the list.,"Import Error, Python modules and imports"
1255,Python,from math import unknown_function,ModuleNotFoundError,Import Error,Invalid or unavailable import,Python modules and imports,Intermediate,Module should import successfully,ModuleNotFoundError,The condition produces an incorrect result for the intended logic.,Review the condition so it matches the intended requirement.,"Import Error, Python modules and imports"
1256,Python,import pandas_missing,No module named,Import Error,Invalid or unavailable import,Package installation and imports,Beginner,Module should import successfully,No module named,The negative index is outside the valid range.,Use a valid negative index within the list length.,"Import Error, Package installation and imports"
1257,Python,from collections import unknown_item,No module named,Import Error,Invalid or unavailable import,Package installation and imports,Intermediate,Module should import successfully,No module named,The statement inside the block is not indented.,Indent the statement inside the if block.,"Import Error, Package installation and imports"
1258,Python,from math import unknown_function,No module named,Import Error,Invalid or unavailable import,Package installation and imports,Beginner,Module should import successfully,No module named,The variable name used in print does not match the declared variable.,Use the exact variable name that was declared.,"Import Error, Package installation and imports"
1259,Python,import nonexistingmodule,ImportError: cannot import name,Import Error,Invalid or unavailable import,Module imports,Beginner,Module should import successfully,ImportError: cannot import name,The operation combines values whose data types are not compatible.,Convert the values to compatible data types before applying the operation.,"Import Error, Module imports"
